Code,AU2013_NAM,EI_min,EI_max,EI_mean,EI_count,EI_median,EI_stdev,GI_min,GI_max,GI_mean,GI_count,GI_median,GI_stdev,Latitude,Longitude,EI,GI,generations,CS,HS,DS,WS,EI_min_cor,EI_max_cor,EI_avg_cor,GI_min_cor,GI_max_cor,GI_avg_cor
563704,Peka Peka,,,,0,,,,,,0,,,-40.825,175.075,37.236,37.236,2.63,0,0,0,0,37.236,37.236,37.236,37.236,37.236,37.236
563705,Waikanae Park,,,,0,,,,,,0,,,-40.875,175.025,37.252,37.252,2.63,0,0,0,0,37.252,37.252,37.252,37.252,37.252,37.252
563706,Waikanae West,,,,0,,,,,,0,,,-40.875,175.075,28.568,28.568,2.54,0,0,0,0,28.568,28.568,28.568,28.568,28.568,28.568
563801,Tokomaru,,,,0,,,,,,0,,,-40.475,175.525,34.068,34.068,2.61,0,0,0,0,34.068,34.068,34.068,34.068,34.068,34.068
563802,Opiki,15.401,34.13,29.41325,4,34.061,9.341558377,15.401,34.13,29.41325,4,34.061,9.341558377,-40.475,175.475,34.13,34.13,2.63,0,0,0,0,15.401,34.13,29.41325,15.401,34.13,29.41325
563920,Kaitawa,14.298,37.236,22.31466667,3,15.41,12.93420958,14.298,37.236,22.31466667,3,15.41,12.93420958,-40.875,175.125,14.298,14.298,2.26,0,0,0,0,14.298,37.236,22.31466667,14.298,37.236,22.31466667
564011,Lake Horowhenua,33.77,33.77,33.77,1,33.77,,33.77,33.77,33.77,1,33.77,,-40.575,175.225,33.77,33.77,2.59,0,0,0,0,33.77,33.77,33.77,33.77,33.77,33.77
564012,Waiopehu,30.709,30.709,30.709,1,30.709,,30.709,30.709,30.709,1,30.709,,-40.625,175.325,30.709,30.709,2.58,0,0,0,0,30.709,30.709,30.709,30.709,30.709,30.709
564013,Kohitere,33.664,33.664,33.664,1,33.664,,33.664,33.664,33.664,1,33.664,,-40.625,175.225,33.664,33.664,2.58,0,0,0,0,33.664,33.664,33.664,33.664,33.664,33.664
564021,Mangaore-Manakau,0,33.909,19.37603704,27,21.559,14.10742496,0,33.909,19.37603704,27,21.559,14.10742496,-40.625,175.375,19.933,19.933,2.31,0,0,0,0,0,33.909,19.37603704,0,33.909,19.37603704
564022,Otaki Forks,0,35.653,11.74241176,17,4.293,14.01778267,0,35.653,11.74241176,17,4.293,14.01778267,-40.825,175.225,12.996,12.996,2.22,0,0,0,0,0,35.653,11.74241176,0,35.653,11.74241176
564023,Te Horo,,,,0,,,,,,0,,,-40.825,175.125,35.271,35.271,2.54,0,0,0,0,35.271,35.271,35.271,35.271,35.271,35.271
564210,Levin North,,,,0,,,,,,0,,,-40.625,175.275,33.713,33.713,2.59,0,0,0,0,33.713,33.713,33.713,33.713,33.713,33.713
564220,Levin West,33.713,33.713,33.713,1,33.713,,33.713,33.713,33.713,1,33.713,,-40.625,175.275,33.713,33.713,2.59,0,0,0,0,33.713,33.713,33.713,33.713,33.713,33.713
564231,Playford Park,,,,0,,,,,,0,,,-40.625,175.275,33.713,33.713,2.59,0,0,0,0,33.713,33.713,33.713,33.713,33.713,33.713
564232,Levin South,,,,0,,,,,,0,,,-40.625,175.275,33.713,33.713,2.59,0,0,0,0,33.713,33.713,33.713,33.713,33.713,33.713
564240,Levin East,,,,0,,,,,,0,,,-40.625,175.275,33.713,33.713,2.59,0,0,0,0,33.713,33.713,33.713,33.713,33.713,33.713
564400,Otaki,35.214,35.214,35.214,1,35.214,,35.214,35.214,35.214,1,35.214,,-40.775,175.125,35.653,35.653,2.59,0,0,0,0,35.214,35.214,35.214,35.214,35.214,35.214
564510,Heretaunga,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
564520,Trentham South,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
564530,Pinehaven,24.366,24.366,24.366,1,24.366,,24.366,24.366,24.366,1,24.366,,-41.175,175.025,24.366,24.366,2.46,0,0,0,0,24.366,24.366,24.366,24.366,24.366,24.366
564601,Moonshine Valley,30.038,30.038,30.038,1,30.038,,30.038,30.038,30.038,1,30.038,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
564602,Riverstone Terraces,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
564800,Glendale,,,,0,,,,,,0,,,-41.225,174.975,18.407,18.407,2.44,0,0,0,0,18.407,18.407,18.407,18.407,18.407,18.407
564900,Parkway,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
565000,Fernlea,,,,0,,,,,,0,,,-41.275,174.925,31.024,31.024,2.42,0,0,0,0,31.024,31.024,31.024,31.024,31.024,31.024
565100,Arakura,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
565200,Homedale West,,,,0,,,,,,0,,,-41.275,174.925,31.024,31.024,2.42,0,0,0,0,31.024,31.024,31.024,31.024,31.024,31.024
565300,Homedale East,,,,0,,,,,,0,,,-41.275,174.975,11.836,11.836,2.53,0,0,0,0,11.836,11.836,11.836,11.836,11.836,11.836
565400,Pencarrow,6.352,36.516,19.87691667,12,19.0895,9.11036518,6.352,36.516,19.87691667,12,19.0895,9.11036518,-41.325,174.975,22.567,22.567,2.13,0,0,0,0,6.352,36.516,19.87691667,6.352,36.516,19.87691667
565601,Pauatahanui,30.731,36.432,33.367,3,32.938,2.874609713,30.731,36.432,33.367,3,32.938,2.874609713,-41.075,174.925,32.938,32.938,2.48,0,0,0,0,30.731,36.432,33.367,30.731,36.432,33.367
565602,Endeavour,,,,0,,,,,,0,,,-41.125,174.925,36.432,36.432,2.59,0,0,0,0,36.432,36.432,36.432,36.432,36.432,36.432
565603,Resolution,,,,0,,,,,,0,,,-41.125,174.925,36.432,36.432,2.59,0,0,0,0,36.432,36.432,36.432,36.432,36.432,36.432
565604,Adventure,,,,0,,,,,,0,,,-41.125,174.875,35.282,35.282,2.54,0,0,0,0,35.282,35.282,35.282,35.282,35.282,35.282
565700,Paekakariki Hill,29.144,29.144,29.144,1,29.144,,29.144,29.144,29.144,1,29.144,,-41.025,174.925,29.144,29.144,2.44,0,0,0,0,29.144,29.144,29.144,29.144,29.144,29.144
565901,Paraparaumu Beach North,,,,0,,,,,,0,,,-40.875,175.025,37.252,37.252,2.63,0,0,0,0,37.252,37.252,37.252,37.252,37.252,37.252
565902,Otaihanga,,,,0,,,,,,0,,,-40.875,175.025,37.252,37.252,2.63,0,0,0,0,37.252,37.252,37.252,37.252,37.252,37.252
565903,Paraparaumu Beach South,,,,0,,,,,,0,,,-40.875,175.025,37.252,37.252,2.63,0,0,0,0,37.252,37.252,37.252,37.252,37.252,37.252
566000,Paraparaumu Central,,,,0,,,,,,0,,,-40.925,175.025,34.198,34.198,2.52,0,0,0,0,34.198,34.198,34.198,34.198,34.198,34.198
566101,Raumati Beach,,,,0,,,,,,0,,,-40.925,175.025,34.198,34.198,2.52,0,0,0,0,34.198,34.198,34.198,34.198,34.198,34.198
566102,Raumati South,,,,0,,,,,,0,,,-40.975,174.975,35.662,35.662,2.62,0,0,0,0,35.662,35.662,35.662,35.662,35.662,35.662
566200,Paekakariki,35.662,35.662,35.662,1,35.662,,35.662,35.662,35.662,1,35.662,,-40.975,174.975,35.662,35.662,2.62,0,0,0,0,35.662,35.662,35.662,35.662,35.662,35.662
566301,Kapiti Island,,,,0,,,,,,0,,,-40.875,175.025,37.252,37.252,2.63,0,0,0,0,37.252,37.252,37.252,37.252,37.252,37.252
566302,Maungakotukutuku,8.185,34.198,20.7076,5,23.968,11.07678556,8.185,34.198,20.7076,5,23.968,11.07678556,-40.925,175.025,34.198,34.198,2.52,0,0,0,0,8.185,34.198,20.7076,8.185,34.198,20.7076
566500,Te Marua,,,,0,,,,,,0,,,-41.075,175.125,9.245,9.245,2.28,0,0,0,0,9.245,9.245,9.245,9.245,9.245,9.245
566610,Akatarawa,9.245,9.245,9.245,1,9.245,,9.245,9.245,9.245,1,9.245,,-41.075,175.125,9.245,9.245,2.28,0,0,0,0,9.245,9.245,9.245,9.245,9.245,9.245
566620,Emerald Hill,,,,0,,,,,,0,,,-41.075,175.125,9.245,9.245,2.28,0,0,0,0,9.245,9.245,9.245,9.245,9.245,9.245
566700,Maoribank,,,,0,,,,,,0,,,-41.125,175.125,11.899,11.899,2.5,0,0,0,0,11.899,11.899,11.899,11.899,11.899,11.899
566800,Clouston Park,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
566900,Totara Park,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567000,Ebdentown,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567100,Upper Hutt Central,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567200,Maidstone,25.846,25.846,25.846,1,25.846,,25.846,25.846,25.846,1,25.846,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567300,Wallaceville,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567400,Elderslea,,,,0,,,,,,0,,,-41.125,175.075,25.846,25.846,2.59,0,0,0,0,25.846,25.846,25.846,25.846,25.846,25.846
567500,Poets Block,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
567600,Brentwood,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
567700,Trentham North,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
567800,Heretaunga-Silverstream,,,,0,,,,,,0,,,-41.125,175.025,30.038,30.038,2.46,0,0,0,0,30.038,30.038,30.038,30.038,30.038,30.038
567901,Cloustonville,0,27.185,8.7915,14,4.067,9.882819737,0,27.185,8.7915,14,4.067,9.882819737,-41.025,175.125,0.163,0.163,2.39,0,0,0,0,0,27.185,8.7915,0,27.185,8.7915
567902,Mangaroa,4.26,11.899,9.063,4,10.0465,3.318952345,4.26,11.899,9.063,4,10.0465,3.318952345,-41.175,175.125,10.053,10.053,2.06,0,0,0,0,4.26,11.899,9.063,4.26,11.899,9.063
568101,Tawhai,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568102,Holborn,29.308,29.308,29.308,1,29.308,,29.308,29.308,29.308,1,29.308,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568103,Delaney,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568104,Manuka,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568201,Taita North,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568202,Taita South,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
568301,Avalon East,,,,0,,,,,,0,,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
568302,Naenae North,,,,0,,,,,,0,,,-41.225,174.975,18.407,18.407,2.44,0,0,0,0,18.407,18.407,18.407,18.407,18.407,18.407
568303,Naenae South,,,,0,,,,,,0,,,-41.225,174.975,18.407,18.407,2.44,0,0,0,0,18.407,18.407,18.407,18.407,18.407,18.407
568401,Avalon West,,,,0,,,,,,0,,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
568402,Boulcott,,,,0,,,,,,0,,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
568501,Epuni West,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568502,Epuni East,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568601,Waterloo West,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568602,Waterloo East,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568701,Waiwhetu North,32.693,32.693,32.693,1,32.693,,32.693,32.693,32.693,1,32.693,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568702,Waiwhetu South,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568800,Gracefield,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
568900,Moera,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
569001,Woburn North,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
569002,Woburn South,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
569100,Hutt Central,,,,0,,,,,,0,,,-41.225,174.925,32.693,32.693,2.66,0,0,0,0,32.693,32.693,32.693,32.693,32.693,32.693
569201,Melling,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
569202,Alicetown,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
569301,Normandale,,,,0,,,,,,0,,,-41.175,174.875,32.367,32.367,2.38,0,0,0,0,32.367,32.367,32.367,32.367,32.367,32.367
569302,Maungaraki,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
569401,Tirohanga,,,,0,,,,,,0,,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
569402,Belmont,33.193,33.193,33.193,1,33.193,,33.193,33.193,33.193,1,33.193,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
569500,Kelson,,,,0,,,,,,0,,,-41.175,174.925,33.193,33.193,2.47,0,0,0,0,33.193,33.193,33.193,33.193,33.193,33.193
569600,Haywards-Manor Park,,,,0,,,,,,0,,,-41.175,174.975,29.308,29.308,2.62,0,0,0,0,29.308,29.308,29.308,29.308,29.308,29.308
569800,Korokoro,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
569900,Petone Central,38.299,38.299,38.299,1,38.299,,38.299,38.299,38.299,1,38.299,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
570000,Esplanade,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
570100,Wilford,,,,0,,,,,,0,,,-41.225,174.875,38.299,38.299,2.65,0,0,0,0,38.299,38.299,38.299,38.299,38.299,38.299
570300,Eastbourne,31.024,31.024,31.024,1,31.024,,31.024,31.024,31.024,1,31.024,,-41.275,174.925,31.024,31.024,2.42,0,0,0,0,31.024,31.024,31.024,31.024,31.024,31.024
