X,Y,OBJECTID,ATF_CODE,FACILITY,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,CITY,STATUS,CONTAINE_2,proportionToHere
1882434.676,5827244.083,1495,5138,Supply Services Ltd.,67 Newton Rd.,Mt Maunganui,PO Box 4002,Mount Maunganui South,Mount Maunganui,current 2009/10,38,0.0005211217170594276
1461284.587,5093750.862,1496,5140,Ravensdown Fertiliser - TIM,56 Dominion Road,Seadown,PO Box 409,,Timaru,current 2009/10,138,1.8889649427210205e-05
1769210.319,5912854.17,1497,5141,The Soap Factory Ltd,22 Ben Lomond Cr,Pakuranga Z2,22 Ben Lomond Cres,Pakuranga(Zone2),Auckland,current 2009/10,15,0.0002880453303660614
1574280.891,5177230.025,1498,5143,Jasol New Zealand.,105 Rutherford Street,Woolston,PO Box 19632,,Christchurch,current 2009/10,39,0.0007527505398938392
1699595.557,5678144.154,1499,5144,ABB Transformers,60 Paraite Road,Bell Block,PO Box 7050,,New Plymouth,current 2009/10,46,1.568065816949363e-06
1798995,5813643,1501,5149,Solo NZ Ltd,Cnr Duke Street and Kells Place,Frankton,PO Box 5395,Hamilton,Hamilton,current 2009/10,19,1.1915410638098297e-06
1766310.629,5904771.692,1502,5150,API Consumer Brands,14-16 Norman Spencer Drive,"Wiri, Auckland Z1",PO Box 76 401,Manukau,Auckland,current 2009/10,31,1.1915410638098297e-06
1762816.189,5915428.945,1503,5152,Jasol,151B Marua Road,Ellerslie - Zone 2,PO Box 11821,Ellerslie,Auckland,current 2009/10,16,0.0002880453303660614
1761945.975,5912517.307,1504,5154,Wyatt Machine Tools (Rupes) NZ,388 Church Street,Penrose Z1,PO Box 12 421,Penrose,Auckland,current 2009/10,12,1.1915410638098297e-06
1765846.935,5903996.135,1505,5159,PMP Print Ltd - AKL,77 Plunket Avenue/1 Orb Avenue/ 2 Narek Place,"Wiri, Auckland Z1",PO Box 76-255,Manukau City,Auckland,current 2009/10,1018,0.0002880453303660614
1755183.512,5928615.46,1506,5162,Silver & Ballard Pty Ltd,Unit 5 / 32 Poland Road,Glenfield Z2,PO Box 40706,Glenfield,Auckland,current 2009/10,10,1.1915410638098297e-06
1765127.648,5902230.997,1508,5167,Kiwi Steel NZ Ltd,6 Hautu Drive,Wiri - Z1,PO Box 98851,South Auckland Mail Centre,Auckland,current 2009/10,255,0.0002880453303660614
1566732.503,5178778.707,1510,5172,PMP Print Ltd - CHC,30 Birmingham Drive,Riccarton,PO Box 8166,Riccarton,Christchurch,current 2009/10,457,1.7572828390663113e-07
1561561.612,5177120.968,1511,5173,Toll Logistics (Hallswell Jct),589 Halswell junction rd,Hornby,PO Box 16321,Hornby,Christchurch,current 2009/10,337,1.7572828390663113e-07
1931321,5606990,1512,5174,"Heinz Wattie - Hastings, NDC",Cnr Richmond and Tomoana Roads,"Mahora, Hastings",PO Box 439,Hastings,Hastings,current 2009/10,2384,1.1915410638098297e-06
1768068.072,5910899.04,1513,5178,John Sparkes 2000 Limited,40-42 Cryers Road,"East Tamaki, Auckland Z2",PO Box 259053,Greenmount,Auckland,current 2009/10,1024,0.0002880453303660614
1560388,5177014,1514,5180,Heinz Wattie - CHC,"Shands Road, Hornby",Christchurch,PO Box 16083,Hornby,Christchurch,current 2009/10,142,1.7572828390663113e-07
1570678.008,5189268.523,1515,5184,Graeme Lowe - Belfast,18 Station Road,"Belfast, Canterbury",PO Box 12,Belfast,Christchurch,current 2009/10,35,1.7572828390663113e-07
1934087,5608901,1516,5185,Whakatu Coldstores Ltd (a) (Anderson),Anderson Road,Whakatu,"PO Box 5, Whakatu",Hawkes Bay,Hastings,current 2009/10,244,0.0003068596125941006
1936693,5623124,1517,5189,Napier Port Store,Breakwater Road,Napier,PO Box 5,Hawkes Bay 4250,Napier,current 2009/10,6,0.0003068596125941006
1763340.541,5910557.186,1518,5192,Chemvin Plastics Ltd,102 Portage Road,Otahuhu Z1,PO Box 12741,Penrose,Auckland,current 2009/10,47,1.1915410638098297e-06
1764914.444,5904594.245,1519,5198,The Warehouse (Puhinui Road),246 Puhinui Rd,Papatoetoe Z1,PO Box 97 252,SAMC,Auckland,current 2009/10,766,0.0002880453303660614
1568002.53,5184131.79,1520,5199,Sanitarium Health Food - CHC,54-64 Harewood Road,"Papanui, Christchurch",PO Box 5092,Christchurch,Christchurch,current 2009/10,185,1.7572828390663113e-07
1767960.864,5911248.301,1521,5203,Primepanels New Zealand Limited,43 Stonedon Drive,East Tamaki Z2,PO Box 258035,Greenmount,Auckland,current 2009/10,41,0.0002880453303660614
1754984.811,5929569.645,1522,5209,Caford Castors NZ Ltd,7 Kaimahi Rd,Glenfield  Zone 3,PO Box 100 026,"North Shore Mail Cente, Glenfield",Auckland,current 2009/10,23,0.0002880453303660614
1745734,5919122,1523,5212,Douglas Pharmaceuticals Ltd,Corner Central Park Drive & Te Pai Place,"Henderson, Auckland Z2",PO Box 45 027,"Henderson, Auckland",Auckland,current 2009/10,54,0.0002880453303660614
1755741.668,5935113.21,1524,5213,Mayo Group Ltd,5/58 Anzac Road,Browns Bay Z3,PO Box 35254,Browns Bay,Auckland,current 2009/10,1,0.0002880453303660614
1754013.328,5932221.835,1525,5219,Brustics Brushwood Fences Ltd,9 Areenway Drive,Albany  -Zone 3,PO Box 300 566,Albany,Auckland,current 2009/10,13,0.0002880453303660614
1775689.925,5887368.94,1526,5220,Britesite (NZ) Ltd,11 Dales Road,"Ramarama, Auckland Z3",11 Dale Road RD 3,Drury 2579,Auckland,current 2009/10,31,1.1915410638098297e-06
1775417.376,5894869.21,1527,5222,PJ Hobbs Industries Ltd,63 Hunua Road,Papakura Z2,PO Box 72297,Papakura,Auckland,current 2009/10,26,1.1915410638098297e-06
1767630.479,5910281.274,1528,5226,Carr Plastics Limited,6 Ra Ora Drive,East Tamaki Z1,PO Box 259 008,Greenmount,Auckland,current 2009/10,10,1.1915410638098297e-06
1762073.381,5912334.322,1529,5227,Carter Holt Harvey Paper Bag,33 Hugo Johnston Drive,Penrose Z1,Private Bag 92 819,Penrose,Auckland,current 2009/10,16,0.0002880453303660614
1764660.477,5911998.535,1530,5229,In Good Care Ltd,7 Hotunui Rd,Mt Wellington z 1,P.O.Box 82377,Highland Park Ak,Auckland,current 2009/10,148,1.1915410638098297e-06
1763645.383,5911725.755,1531,5232,Forman Building Systems Ltd,20 Vestey Drive,"Mt. Wellington, Auckland Z1",PO Box 12-349,Penrose,Auckland,current 2009/10,168,0.0002880453303660614
1759235.782,5432395.657,1532,5234,Forman Building Systems Limited,77 Port Road,Seaview,PO Box 38 581,WMC,Lower Hutt,current 2009/10,85,0.00030305714073883467
1570139.746,5179308.58,1533,5235,Forman Building Sys Ltd (Chch),167 Montreal Street,Christchurch,PO Box 22 132,,Christchurch,current 2009/10,60,1.7572828390663113e-07
1797325.074,5818791.973,1534,5236,Forman Building Sys Ltd (Ham),37 Northway Street,"Te Rapa, Hamilton Z1",PO Box 12 349,"Penrose, Auckland",Hamilton,current 2009/10,8,0.0005211217170594276
1406403.815,4915676.548,1535,5237,Forman Building Sys Ltd (Dun),9 Wharf Street,CBD,PO Box 12 349,"Penrose, Auckland",Dunedin,current 2009/10,26,0.00017336545090004872
1762243.178,5912013.317,1536,5238,Forman Manufacturing Ltd NZ,95 Hugo Johnston Drive,Penrose Z1,PO Box 12-349,Penrose,Auckland,current 2009/10,25,0.0002880453303660614
1769323.22,5879504.259,1537,5244,Elliott Group of Companies Ltd,45 Kitchener Road,Pukekohe zone 2,PO Box 838,Pukekohe,Auckland,current 2009/10,82,1.1915410638098297e-06
1762339.291,5912033.073,1539,5255,John Monk Trading Co - Hugo John,103 Hugo Johnston Drive,Penrose  Z1,PO Box 62221,Mt Wellington,Auckland,current 2009/10,35,0.0002880453303660614
1761165.956,5913663.53,1540,5256,National Radiators Ltd,35-41 Walls Rd,Penrose Z1,PO Box 12 570,Penrose,Auckland,current 2009/10,10,0.0002880453303660614
1566073.156,5178742.128,1541,5258,Alltrade Tools NZ Ltd,123 Nazareth Ave,Middleton,PO Box 10 260,,Christchurch,current 2009/10,59,1.7572828390663113e-07
1749225.564,5917104.711,1544,5264,Rheem New Zealand Limited,475 Rosebank Road,Avondale Z2,PO Box 19011,Avondale,Auckland,current 2009/10,84,0.0002880453303660614
1565350.086,5178343.307,1545,5265,OTR International (NZ) Ltd.,13 Sonter Road,"Sockburn, Christchurch 8042",13 Sonter Road,Sockburn,Christchurch,current 2009/10,8,1.7572828390663113e-07
1754772.666,5917542.009,1546,5270,Eastwood Forklift Tyres Ltd.,20-22 McDonald Street,Morningside - Z2,20-22 McDonald Street,Morningside,Auckland,current 2009/10,27,0.0002880453303660614
1790866.039,5840570.01,1547,5271,Shinagawa Refractories Australasia,24 Rayner Road,East,PO Box 251,,Huntly,current 2009/10,188,0.0002880453303660614
1569232.103,5178998.927,1548,5272,Crane Southern Dist.Centre,52 Hazeldean Road,Addington,PO Box 4641,Addington,Christchurch,current 2009/10,5,1.7572828390663113e-07
1748547.965,5918326.4,1549,5276,Pawson Reid Velo Ltd,55 Patiki Rd,Avondale  Z2,PO Box 19600,Avondale,Auckland International Airport,current 2009/10,13,1.1915410638098297e-06
1758340.383,5906115.254,1550,5279,Segedin Truck & Auto Parts,53 Andrew-Baxter Drive,Airport Oaks - Z1,PO Box 107 041,Auckland Int'l Airport,Auckland,current 2009/10,19,0.0002880453303660614
1824680.446,5827135.091,1551,5280,Degussa Peroxide Ltd (MVLE),276 Morrinsville-Walton Road,Morrinsville,PO Box 196,Morrinsville 2251,Morrinsville,current 2009/10,14,1.1915410638098297e-06
1762959,5909313,1552,5281,Sims Pacific Metals (Manu St),Manu Sreet,"Otahuhu, Auckland Z1",PO Box 22 648,Otahuhu,Auckland,current 2009/10,48,0.0002880453303660614
1764729.343,5916382.559,1554,5283,PR Ornaments,4 Eric Paton Way,Panmure Z2,4 Eric Paton Way,Panmure,Auckland,current 2009/10,5,0.0002880453303660614
1768720.238,5910706.051,1556,5290,New Zealand SeAH Precision Metal Co Ltd,88 Harris Rd,East Tamaki - ZONE 2,PO Box 58859,Greenmount,Auckland,current 2009/10,33,1.1915410638098297e-06
1765622.538,5902891.042,1558,5293,Cummins Engine Co Ltd,9 Langley Road,Wiri Z1,Private Bag 94-004,South Auckland Mail Centre 2241,Auckland,current 2009/10,7,0.0002880453303660614
1754923.158,5929682.088,1559,5295,Ecco Pacific Ltd,2/8 Target Court,Glenfield Z3,PO Box 100 543,NSMC,Auckland,current 2009/10,3,0.0002880453303660614
1761885.638,5912907.144,1560,5300,Daily Freight 1994 Ltd Akl,42 Ororke Road,Penrose Z1,PO Box 12 441,Penrose,Auckland,current 2009/10,196,0.0002880453303660614
1745565.212,5919089.302,1561,5302,Aarque Graphics NZ Ltd,1 Waipareira Avenue,Henderson Z2,PO Box 104 021,Lincoln North,Auckland,current 2009/10,28,0.0002880453303660614
1776160.319,5887929.558,1562,5304,B&P Kay Ltd,Peach Hill Road,Ramarama Z3,40 Maxted Road,"RD3, Drury",Auckland,current 2009/10,1,0.0002880453303660614
1751514,5423289,1564,5308,Xtreme Forwarding (NZ) Ltd,11 Freight Drive,Wellington Airport,PO Box 14 702,Kilbirnie,Wellington,current 2009/10,1,6.485210477506624e-07
1768704.646,5910582.011,1565,5310,Sallee New Zealand Ltd,3 Neales Road,East Tamaki - Zone 1,PO Box 37146,Parnell,Auckland,current 2009/10,2,0.0002880453303660614
1748022.957,5915934.394,1566,5315,Cloud Manufacturing Ltd,21 Akatea Rd,Glendene Z2,PO Box 69111,Glendene,Auckland,current 2009/10,1,0.0002880453303660614
1882187.124,5826990.63,1567,5317,"Mainfreight - TGA, Te Maire St",19 Te Maire Street,Mt Maunganui,PO Box 4507,Mt Maunganui South 3149,Mount Maunganui,current 2009/10,2810,0.0005211217170594276
1876636.566,5819023.282,1568,5318,Marshall Waterproofing,51b Glenlyon Avenue,Greerton,PO Box 9411,Greerton,Tauranga,current 2009/10,24,0.0005211217170594276
1755296.954,5927716.952,1569,5319,Mollers Homewares Ltd - Porana Rd,64 Porana Rd,Glenfield Z2,PO Box 100 777,North Shore Mail centre,Auckland,current 2009/10,24,1.1915410638098297e-06
1766238.9,5903671.132,1570,5321,J&J Imports Limited,"Unit N, 138-140 Plunket Ave","Wiri, Auckland Zone 1",PO Box 76-665,Manukau,Auckland,current 2009/10,6,0.0002880453303660614
1620205.068,5427878.829,1571,5323,The Floorstore,"Regent Park,141 Quarantine Road",Nelson,"P.O.Box 9054, Annesbrook",Nelson,Nelson,current 2009/10,14,4.6531385176110034e-05
1563387.569,5184891.151,1572,5326,Antarctica New Zealand,38 Orchard Road,Harewood,Private Bag 4745,,Christchurch,current 2009/10,16,1.7572828390663113e-07
1566244.077,5178914.259,1573,5328,Indigo Edge Ltd,15 Midas Place,Middleton,PO Box 80022,Riccarton,Christchurch,current 2009/10,8,1.7572828390663113e-07
1751571.872,5931514.462,1574,5329,Kyocera Mita NZ Ltd,1/3 Parkhead Place,Albany Z3,PO Box 30 2125,North Harbour Mail Centre,Auckland,current 2009/10,21,1.1915410638098297e-06
1755431.857,5914899.121,1575,5330,Vintners New Zealand Ltd,3 Princes Street,Mt. Roskil - Z2,PO Box 27508,Mt Roskill,Auckland,current 2009/10,9,0.0002880453303660614
1561466.574,5178382.793,1576,5334,Charter Trucks Ltd,41 Shands Road,Hornby,"PO Box 0, Christchurch Mail Centre,",Christchurch 8140,Christchurch,current 2009/10,653,1.7572828390663113e-07
1754088.055,5444935.31,1577,5335,Gerard Lighting (NZ) Ltd,1 Prosser Street,Elsdon,PO Box 50 516,Porirua,Porirua,current 2009/10,61,1.1915410638098297e-06
1761183.876,5914154.797,1578,5338,Teco NZ Ltd,3/477 Great South Rd,Penrose  Z2,PO Box 112128,Penrose,Auckland,current 2009/10,19,0.0002880453303660614
1823192.284,5532125.95,1579,5345,Cookright Filtering Servs PNth,911 Tremaine Avenue,Roslyn,PO Box 5112,Palmerston North,Palmerston North,current 2009/10,23,0.00030305714073883467
1699223.11,5678503.014,1580,5346,Halliburton New Zealand Ltd,1 Paraite Road,Bell Block,PO Box 7160,,New Plymouth,current 2009/10,25,1.568065816949363e-06
1761597.779,5913652.498,1581,5347,Cooke Industries Limited,31 Station Road,Penrose Z1,PO Box 12021,Penrose,Auckland,current 2009/10,15,0.0002880453303660614
1767895.784,5909867.026,1583,5355,Nicholls & Maher (NZ) Ltd,15 Ross Reid Place,East Tamaki Z1,PO Box 58168,Greenmount,Auckland,current 2009/10,61,1.1915410638098297e-06
1766516.717,5903740.084,1584,5357,Trimtech Seating Limtied.,14 Mana Place,Manukau City Z1,PO Box 76356,Manukau City,Auckland,current 2009/10,7,0.0002880453303660614
1572277.897,5179784.194,1585,5361,Kilwell Sports Ltd - CHC,19 Stanmore Road,Linwood,PO Box 22 355,,Christchurch,current 2009/10,1,0.0007527505398938392
1498475,5138559,1587,5369,Contemporary Classics International Ltd,Cnr Totara and Matai Streets,Mount Maunganui,PO Box 4221,3149,Mount Maunganui,current 2009/10,8,1.1915410638098297e-06
1750230.624,5913903.486,1588,5383,Mayceys Confectionery Ltd,4 Hetana St,New Lynn Z2,PO Box 15105,New Lynn,Auckland,current 2009/10,3,0.0002880453303660614
1562770.6,5179165.197,1589,5388,Northern Southland Transport,46 Braeburn Drive,"Hornby, Christchurch, 8042",PO Box 16433,"Hornby, Christchurch, 8441",Christchurch,current 2009/10,337,1.7572828390663113e-07
1569426.326,5179241.146,1590,5390,Buro Officeware Ltd,469 Selwyn Street,Christchurch City,PO Box 9103,,Christchurch,current 2009/10,21,1.7572828390663113e-07
1765232.696,5916306.84,1591,5396,Hally Labels Ltd - AKL,24 Hannigan Drive,Glen Innes Z2,PO Box 87118,Meadowbank,Auckland,current 2009/10,9,0.0002880453303660614
1765110.482,5912056.521,1593,5398,UR1 International Pty Ltd,4 Ponui Place,Mt Wellington  -Zone1,PO Box 62030,Mt Wellington,Auckland,current 2009/10,11,0.0002880453303660614
1748724.01,5917729.674,1594,5399,John Guest Pacific Ltd,606D Rosebank Road,Avondale Z2,PO Box 19 553,Avondale,Auckland,current 2009/10,4,0.0002880453303660614
1875710.085,5819000.196,1595,5402,Atlantis Bathroom Style,139 Maleme St,Greerton,PO Box 15226,Tauranga,Tauranga,current 2009/10,6,0.0005211217170594276
1764364.911,5914375.383,1596,5403,RoomMaster Holdings - Panmure,95a Ireland Road,Panmure Z2,PO Box 51973,Pakuranga,Auckland,current 2009/10,7,0.0002880453303660614
1571645.935,5185952.847,1597,5404,Harford Greenhousess,79 Walters Road,Marshland,79 Walters Road,Marshland,Christchurch,current 2009/10,1,1.7572828390663113e-07
1760002.38,5432478.835,1598,5406,Chevron NZ,59 Seaview Rd,Seaview,PO Box 31 246,Lower Hutt,Lower Hutt,current 2009/10,16,0.00030305714073883467
1406170.201,4914565.558,1599,5408,Tait Investments and Importers,43-47 Broughton Street,South Dunedin,PO Box 1036,,Dunedin,current 2009/10,7,0.00017336545090004872
1758479.567,5911913.975,1600,5411,Macagri Distributors Ltd,4 Princess Street,Onehunga Z1,PO Box 24186,Royal Oak,Auckland,current 2009/10,30,0.0002880453303660614
1564588.682,5184822.893,1601,5413,Leighs Marketing Ltd.,567 Wairakei Rd,"Harewood, Christchurch 8053",567 Wairakei Rd,"Harewood, Christchurch 8053.",Christchurch,current 2009/10,27,1.7572828390663113e-07
1417902,4945749,1602,5424,Zeagold Foods - Waikouaiti,Matanaka Drive,Waikouaiti,PO Box 2,,Waikouaiti,current 2009/10,22,1.1915410638098297e-06
1762816.189,5915428.945,1603,5426,Avery Robinson Ltd,"Unit F, 151D Marua Rd",Ellerslie - Z2,PO Box 11 542,Ellerslie,Auckland,current 2009/10,48,0.0002880453303660614
1764064.06,5911523.504,1604,5432,Ateco Automotive NZ Limited,521 Mount Wellington Highway ZONE 1,Mount Wellington Z1,PO Box 12075,Penrose,Auckland,current 2009/10,9,1.1915410638098297e-06
1758697.958,5911886.885,1605,5436,Tenob Wholesale Marine Ltd,8/31 Princes St,Onehunga Z1,PO Box 13731,Onehunga,Auckland,current 2009/10,2,0.0002880453303660614
1571612.4,5178661.154,1606,5437,Formrite Plastics Limited,30 Mowbray Street,Waltham,PO Box 7409,,Christchurch,current 2009/10,23,0.0007527505398938392
1821955.67,5828922.225,1607,5438,Normans Transport & Storage,100 Avenue Road,Morrinsville Z2,18 Murray Road RD4,Morrinsville,Morrinsville,current 2009/10,238,0.0005211217170594276
1562517.361,5178803.306,1608,5440,Ravensdown Fertiliser - CHC,312 Main South Road,"Hornby, Christchurch 8042",PO Box 16081,"Hornby, Christchurch 8441",Christchurch,current 2009/10,245,1.7572828390663113e-07
1614064,5425363,1609,5442,Ravensdown Fertiliser - NSN,Lower Queen Street,Richmond,PO Box 3028,Richmond,Nelson,current 2009/10,121,4.6531385176110034e-05
1409110,4917531,1610,5443,Ravensdown Fertiliser - DUD,Ravensbourne Road,Ravensbourne,PO Box 499,,Dunedin,current 2009/10,145,0.00017336545090004872
1762783.513,5437092.754,1611,5444,Rembrandt Suits Limited,226 Cambridge Terrace,Naenae,PO Box 35 033,Naenae 5041,Lower Hutt,current 2009/10,40,0.00030305714073883467
1797275.08,5819505.458,1612,5450,Architectural Profiles Ltd,19 Northpark Drive,Pukete,PO Box 10 080,,Hamilton,current 2009/10,5,1.1915410638098297e-06
1771795.681,5897404.318,1613,5455,Windsor Doors Ltd,347 Great South Road,Takanini Z2,PO Box 4,Takanini,Auckland,current 2009/10,26,0.0002880453303660614
1796983,5818459,1614,5461,Canpac International Limited,Foreman Road,Te Rapa,PO Box 10084,,Hamilton,current 2009/10,124,0.0005211217170594276
1933342.937,5619978.691,1615,5463,Markham Distributing ltd,43 Niven St,"Onekawa, Napier",Po box 3364,Napier,Napier,current 2009/10,5,0.0003068596125941006
1752364.704,5923849.535,1616,5465,RNZNAD Kauri Point,51 Onetaunga Road,Birkenhead  Z2,51 Onetaunga Road,Birkenhead,Auckland,current 2009/10,22,1.1915410638098297e-06
1766276.337,5903589.666,1617,5474,Space Industries,160 Plunket Avenue,Wiri Z1,PO Box 76474,Manukau City,Auckland,current 2009/10,20,1.1915410638098297e-06
1762606.226,5912335.346,1618,5478,Windscreens Direct - AKL,Unit 2 - 13 Industry Road,Penrose Z1,PO Box 10-381,Te Rapa,Auckland,current 2009/10,16,0.0002880453303660614
1567938.283,5179339.027,1619,5479,Windscreens Direct - CHC,14 Princess Street,Riccarton,14 Princess St,Riccarton,Christchurch,current 2009/10,18,1.7572828390663113e-07
1764384,5913313,1620,5480,Coca-Cola Auckland Operations CCA NZ Ltd,Oasis Road,Mt Wellington - Zone 1,PO Box 14 916,Mt Wellington,Auckland,current 2009/10,446,0.0002880453303660614
1770137.78,5899279.07,1621,5482,Halls Refrigerated Transport,1 Spartan Road,Takanini Z2,PO Box 5,Takanini,Auckland,current 2009/10,103,0.0002880453303660614
1461454.478,5082935.043,1623,5495,Orica Chemnet - TIM,Charman Street,Port of Timaru,PO Box 699,Timaru,Timaru,current 2009/10,18,1.8889649427210205e-05
1821760.301,5454084.987,1624,5498,Johner Limited,"East Taratahi, RD7",40A Dakins Road,East Taratahi Road,"RD7, Masterton",Wairarapa,current 2009/10,1,1.1915410638098297e-06
1764985.54,5915322.778,1625,5499,Marble & Granite Wholesalers Ltd Panmure,Unit 12/ 7 Fraser Rd,Panmure Z2,"PO Box 115, West Park Village,","West Harbour, Auckland",Auckland,current 2009/10,21,0.0002880453303660614
1761208.718,5911950.974,1626,5501,The Lumberbank NZ Ltd,322 Neilson Street,Onehunga,Private Bag 92826,Penrose,Auckland,current 2009/10,3,0.0002880453303660614
1760984.838,5911854.913,1627,5502,HCD Flow Tech,305B Neilson Street,Onehunga Z1,PO Box 112083,Penrose,Auckland,current 2009/10,26,0.0002880453303660614
1763523.112,5911690.03,1629,5506,NHP Electrical Engineering Products,7 Lockhart Place,Mt Wellington  Z1,PO Box 62009,Mt Wellington,Auckland,current 2009/10,22,0.0002880453303660614
1500568.362,5139190.807,1630,5508,RX Plastics Ltd (b),445 West Street,Ashburton,PO Box 360,,Ashburton,current 2009/10,14,1.1915410638098297e-06
1758106.006,5921137.814,1631,5509,Fonterra - Auckland Port Store,Ports of Auckland via Tinley Street,Ports Of Auckland  -Zone 2,PO Box 106 105,Downtown Auckland,Auckland,current 2009/10,109,0.0002880453303660614
1879570.571,5825850.303,1632,5514,Fonterra - Sulphur Point Store,"Sulphur Point,",Tauranga,"PO Box 871,",Tauranga Mail Centre,Tauranga,current 2009/10,127,0.0005211217170594276
1795232,5823111,1633,5518,"Fonterra - Te Rapa,","State Highway 1,","Te Rapa,","PO Box 10 397,","Te Rapa,",Hamilton,current 2009/10,22,1.1915410638098297e-06
1755173.091,5928526.249,1634,5520,Thermosash Commercial - AKL,41 Poland Rd,Glenfield Z2,PO Box 100340,North Shore Mail Center,Auckland,current 2009/10,3,0.0002880453303660614
1758647.265,5919737.117,1635,5521,Alison's Acquisitions Warehouse,33 Falcon St,Parnell Z2,390 Parnell Road,Parnell,Auckland,current 2009/10,11,0.0002880453303660614
1793005.087,5500188.749,1636,5523,Swazi Apparel Limited,91-94 Oxford Street,Levin,PO Box 567,Levin,Levin,current 2009/10,1,0.00030305714073883467
1684453,5401540,1638,5528,Pernod Ricard New Zealand,"Liverpool Street, Riverlands",Blenheim,PO Box 331,Blenheim,Blenheim,current 2009/10,2,4.6531385176110034e-05
1697101.069,5677627.247,1639,5533,AgriQuip,30 Hurtstone drive,Bell Block,PO Box 578,,New Plymouth,current 2009/10,8,1.568065816949363e-06
1760573.193,5432817.475,1640,5535,Leap Australasia Ltd,133 Gracefield Rd,Seaview,PO  Box 38 159,WMC,Lower Hutt,current 2009/10,15,0.00030305714073883467
1927716.139,5607058.128,1641,5536,J&L Hibbert Limited,117 Stoneycroft Street,Camberley,PO Box 1434,Hastings,Hastings,current 2009/10,3,0.0003068596125941006
1459572.734,5087498.483,1642,5540,Hopkinsons Timaru,251 Hilton Highway,Washdyke,PO Box 2027,,Timaru,current 2009/10,2,1.8889649427210205e-05
1759507.963,5432630.523,1643,5542,NZ Van Lines - WLG,19 Barnes Street,Seaview,PO Box 38 058,Wellington,Lower Hutt,current 2009/10,163,0.00030305714073883467
1929566.221,5605010.666,1644,5545,FL Bone & Son Ltd,208 E Eastbourne Street,Hastings,PO Box 52,Hastings,Hastings,current 2009/10,14,1.1915410638098297e-06
1770495.19,5899864.88,1645,5546,AH Beard Ltd,19 Rawson Way,Takanini Z2,PO Box 72 249,Papakura,Auckland,current 2009/10,32,0.0002880453303660614
1460021.928,5086975.797,1647,5550,Canterbury Woolscourers Ltd.,36 Meadows Road,Washdyke,PO Box 2048,Washdyke,Timaru,current 2009/10,38,1.8889649427210205e-05
1766927.988,5902068.127,1648,5552,GBK Exports Limited,12a Dalgety Drive,Wiri Z1,PO Box 76-360,Manukau City,Auckland,current 2009/10,7,0.0002880453303660614
1757110.302,5434525.104,1649,5555,Gravure Packaging Ltd,26a Fitzherbert Street,Petone,PO Box 38 408 WMC,Petone 5045,Lower Hutt,current 2009/10,25,0.00030305714073883467
1857441.59,5838953.084,1650,5558,Puma Dart Products Ltd,4 Henry Road,RD 2 Katikati,PO Box 44,Katikati,Katikati,current 2009/10,12,1.1915410638098297e-06
1767013.039,5903615.147,1651,5562,W Wiggins Ltd - AKL,5 Druces Road,"Wiri, Auckland Z1",PO Box 97-149,Manukau,Auckland,current 2009/10,40,1.1915410638098297e-06
1755644.443,5918678.47,1652,5575,Ambler & Co Ltd,272 Great North Road,Grey Lynn Z2,PO Box 78 060,Grey Lynn,Auckland,current 2009/10,16,0.0002880453303660614
1766819.109,5902997.907,1653,5576,Strapping Systems (NZ) Ltd,47 Hobill Avenue,"Manukau, Auckland Z1",PO Box 4268,Auckland,Auckland,current 2009/10,28,1.1915410638098297e-06
1763002.354,5912162.829,1654,5577,Paffoni NZ Ltd,996 Gt. South Rd,Penrose Z1,PO Box 12 863,Penrose,Auckland,current 2009/10,14,0.0002880453303660614
1745708.064,5920281.841,1655,5582,Total Beauty Supplies Ltd,161 Central Park Drive,Henderson  Zone 2,PO Box 104103,"Lincoln North, Henderson",Auckland International Airport,current 2009/10,16,0.0002880453303660614
1563047.447,5179065.686,1656,5583,Hilton Haulage Transport - CHC,22 Gerald Connelly Place,Sockburn,PO Box 11-311,Sockburn,Christchurch,current 2009/10,699,1.7572828390663113e-07
1565825.395,5178690.791,1657,5585,Mercer BLDG Products - CHC,45 Lunns Rd,Sockburn,PO Box 6020,,Christchurch,current 2009/10,3,1.7572828390663113e-07
1757531.056,5435057.912,1658,5586,Musical Import Company,126 Nelson Steet,Petone,PO Box 38 112,WMC,Lower Hutt,current 2009/10,8,0.00030305714073883467
1574760.649,5176114.387,1659,5588,Connetics Ltd,12 Chapmans Road,Woolston,Po Box 2237,,Christchurch,current 2009/10,10,0.0007527505398938392
1766987.638,5903496.967,1660,5590,Freight Lines Limited - AKL,19 Druces Road,Manukau City Z1,PO Box 98 774,South Auckland,Auckland,current 2009/10,151,1.1915410638098297e-06
1767627.121,5909257.96,1661,5591,Protective Paints Ltd,14 Arwen Place,East Tamaki  Z1,PO Box 58 152,Greenmount,Auckland,current 2009/10,9,0.0002880453303660614
1750630.671,5914176.951,1662,5595,Nippon South Pacific Limited,26-E Portage Road,New Lynn  Z2,15-582 New Lynn,,Auckland,current 2009/10,73,0.0002880453303660614
1751891,5931885,1663,5602,Senoplast NZ Ltd & PMP NZ Ltd,28 Tarndale Grove,Albany Z3,PO Box 300 703,Albany,Auckland,current 2009/10,38,0.0002880453303660614
